tokens;tags
['▁', 'рф', '-', 'сер', 'вис', '▁бумаг', 'и'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁сир', 'та'];['B-TYPE', 'I-TYPE']
['▁e', 'conta', '▁губ', 'к'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁про', 'сты', 'ни'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁сок', '▁т', 'ём', 'а'];['B-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['Перекусы', '300', 'мл'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['пирожные', '440g'];['B-TYPE', 'B-VOLUME']
['▁вет', 'чина', '▁папа', '▁может'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'B-BRAND']
['▁', 'роо', 'зв', 'ый'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁apo', 'llo', '▁салат', 'ники'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁по', 'н', 'чик', 'н'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ми', 'ска'];['B-TYPE', 'I-TYPE']
['▁mer', 'cy'];['B-BRAND', 'I-BRAND']
['соленья', '200', 'g', 'ты'];['B-TYPE', 'B-VOLUME', 'I-VOLUME', 'O']
['▁sok', 'ари', '▁ли'];['B-TYPE', 'B-BRAND', 'B-VOLUME']
['СУХИЕ', 'ЗАВТРАКИ', '195', 'g'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁ke', 'Ск', '▁1%'];['B-TYPE', 'B-BRAND', 'B-PERCENT']
['700', 'Г', 'hleb'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['всё', 'для', 'выпечки', '26', '%'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-PERCENT', 'I-PERCENT']
['школа', '90', 'л', 'как'];['B-TYPE', 'B-VOLUME', 'I-VOLUME', 'O']
['яйцо', '15', 'sht'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁при', 'прав', 'в', '▁для', '▁шаш', 'л'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O']
['Л', '▁кола'];['B-VOLUME', 'B-TYPE']
['скидки', 'недели', 'где', '3', 'кг'];['B-TYPE', 'I-TYPE', 'O', 'B-VOLUME', 'I-VOLUME']
['весь', 'выгодно', '225', 'g'];['O', 'B-TYPE', 'B-VOLUME', 'I-VOLUME']
['490', 'мл', 'уход', 'за', 'собой'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['основные', 'блюда', '200Г'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['▁peli', 'kan', '▁шп', 'рот'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['ЧАЙ', 'всё-таки', '100%'];['B-TYPE', 'O', 'B-PERCENT']
['новинки', 'с', 'доставкой', '170', 'g'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['ЛЕДЕНЦЫ', '15г'];['B-TYPE', 'B-VOLUME']
['вчера', 'квас', '370мл'];['O', 'B-TYPE', 'B-VOLUME']
['газировка', '430', 'МЛ'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['Одежда', '61', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁сок', '▁пер', 'сик'];['B-TYPE', 'B-TYPE', 'I-TYPE']
['5', 'шт', 'Макароны'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['мармелад', '16', '%'];['B-TYPE', 'B-PERCENT', 'I-PERCENT']
['▁пече', 'нь', 'е', '▁юбилей', 'ный'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁пече', 'ню', 'шки'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'фор', 'ель', '▁ping', 'vin'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁п', 'шени', 'ч', 'н', 'в', 'й'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['marmelad', '16%'];['B-TYPE', 'B-PERCENT']
['▁т', 'вл', 'рож', 'ки'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁бр', 'ить', 'я', '▁ex', 'xe'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['закуски', '2y0г'];['B-TYPE', 'B-VOLUME']
['10', 'шт', 'Яйцо'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['▁пер', 'эц'];['B-TYPE', 'I-TYPE']
['вино', 'под', '4', 'y0', 'Мл'];['B-TYPE', 'O', 'B-VOLUME', 'I-VOLUME', 'I-VOLUME']
['▁су', 'шил', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['птица', '550', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['СПОРТИВНОЕ', 'ПИТАНИЕ', '5Г'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['▁пен', 'зен', 'ский', '▁твор'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE']
['hlebtsy', '200г'];['B-TYPE', 'B-VOLUME']
['▁набор', '▁чай', 'н'];['B-TYPE', 'B-TYPE', 'I-TYPE']
['уша', '▁2', '▁Молоко'];['B-BRAND', 'B-VOLUME', 'B-TYPE']
['▁', 'лук', '▁свежи', 'й'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁', 'Газ', '▁li'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['▁мульти', 'фр', 'ц', 'кт'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['100', 'г', 'зачем', 'яйцо'];['B-VOLUME', 'I-VOLUME', 'O', 'B-TYPE']
['сухие', 'завтраки', '230', 'г'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['20шт', 'предметы', 'для', 'уборки'];['B-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ке', '▁1', '%'];['B-TYPE', 'B-PERCENT', 'I-PERCENT']
['▁maslo', '▁82'];['B-TYPE', 'B-PERCENT']
['Салаты', '500g'];['B-TYPE', 'B-VOLUME']
['хобби', '31Г'];['B-TYPE', 'B-VOLUME']
['▁я', 'ит', 'ца'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['масло', '0.75l'];['B-TYPE', 'B-VOLUME']
['▁кара', 'ме', 'ли', '▁я', 'шки', 'но'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['супы', '500г'];['B-TYPE', 'B-VOLUME']
['Десерты', '16', '%'];['B-TYPE', 'B-PERCENT', 'I-PERCENT']
['▁ма', 'не', 'ая'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['мясные', '50', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['pashtety', '300', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['ещё', 'shkola', 'ot', 'barni', '265', 'Г'];['O', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁abs', 'o'];['B-BRAND', 'I-BRAND']
['мясо', '420г'];['B-TYPE', 'B-VOLUME']
['▁смета', '▁25'];['B-TYPE', 'B-PERCENT']
['▁pa', 'clan', '▁кап', 'сул'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁', 'со', 'просто', 'С'];['B-TYPE', 'I-TYPE', 'O', 'B-BRAND']
['ЗАЛИТЬ', 'КИПЯТКОМ', '52', 'г', 'или'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME', 'O']
['▁vin', 'us'];['B-BRAND', 'I-BRAND']
['85г', 'ВЫГОДНО', 'просто'];['B-VOLUME', 'B-TYPE', 'O']
['ВИНО', '450мл'];['B-TYPE', 'B-VOLUME']
['▁му', 'ф', 'точ'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['одежда', '65g'];['B-TYPE', 'B-VOLUME']
['58', 'Г', 'где', 'испекли', 'для', 'вас'];['B-VOLUME', 'I-VOLUME', 'O', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'сахар', '▁3', 'хочу'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'O']
['▁каш', 'а', '▁друж', 'ба'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['сдоба', '105г'];['B-TYPE', 'B-VOLUME']
['70Г', 'Польза'];['B-VOLUME', 'B-TYPE']
['▁га', 'мак', '▁pali', 's'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['СНОВА', 'В', 'ШКОЛУ', '1.5%'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-PERCENT']
['300', 'мл', 'напитки', 'всё'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'O']
['бумага', '24', 'Шт'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁клин', 'ские'];['B-BRAND', 'I-BRAND']
['каждый', '100', '%', 'перекус', 'с', 'пользой'];['O', 'B-PERCENT', 'I-PERCENT', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ким', '▁нос', 'ков'];['B-BRAND', 'B-TYPE', 'I-TYPE']
['▁sme', '▁3'];['B-TYPE', 'B-PERCENT']
['▁твор', 'ож', 'ной'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['мармелад', '120Г'];['B-TYPE', 'B-VOLUME']
['она', '0.95л', 'soki'];['O', 'B-VOLUME', 'B-TYPE']
['▁хлеб', 'цы', '▁союз', 'п', 'ище', 'пр'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['ЧИСТЯЩИЕ', 'СРЕДСТВА', '530', 'ml'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁повод', 'ок', '▁tri', 'ol'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['КОЛБАСА', '270', 'g'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['вчера', '47', 'г', 'ОДЕЖДА'];['O', 'B-VOLUME', 'I-VOLUME', 'B-TYPE']
['Варенье', '320Г'];['B-TYPE', 'B-VOLUME']
['Вареники', '500', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁тр', 'ю', 'фе', 'л'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['без', 'глютена', '0', '%'];['B-TYPE', 'I-TYPE', 'B-PERCENT', 'I-PERCENT']
['▁', 'цы', 'кор', 'ий'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['1', 'w0', 'Г', 'орехи'];['B-VOLUME', 'I-VOLUME', 'I-VOLUME', 'B-TYPE']
['▁ку', 'ку', 'оу', 'за'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['отличный', 'птица', '750Г'];['O', 'B-TYPE', 'B-VOLUME']
['соль', '10', 'мл'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁ала', 'дь', 'и'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ме', '▁', '60'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['900МЛ', 'как', 'krupy'];['B-VOLUME', 'O', 'B-TYPE']
['мармелад', '16', '%'];['B-TYPE', 'B-PERCENT', 'I-PERCENT']
['ЧАЙ', '100', '%'];['B-TYPE', 'B-PERCENT', 'I-PERCENT']
['▁сыр', 'зачем', '▁ко'];['B-TYPE', 'O', 'B-BRAND']
['вареники', '360g'];['B-TYPE', 'B-VOLUME']
['орехи', '200Г'];['B-TYPE', 'B-VOLUME']
['60г', 'уход', 'за', 'полостью', 'рта'];['B-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['900', 'г', 'зачем', 'КРУПЫ'];['B-VOLUME', 'I-VOLUME', 'O', 'B-TYPE']
['▁молоко', '▁дом', 'ик', '▁в', '▁дерев', 'ни'];['B-TYPE', 'B-BRAND', 'I-BRAND', 'B-BRAND', 'B-BRAND', 'I-BRAND']
['▁инте', 'н', 'сив'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁la', 'imo'];['B-BRAND', 'I-BRAND']
['▁фил', 'е', '▁кур', 'ица'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['сухари', '200g'];['B-TYPE', 'B-VOLUME']
['▁с', 'льд', 'ь'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['мёд', '70%', 'будет'];['B-TYPE', 'B-PERCENT', 'O']
['холодный', 'чай', '1Л'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['▁те', 'рей', 'я', 'ки'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['200Г', 'при', 'орехи'];['B-VOLUME', 'O', 'B-TYPE']
['СУХАРИКИ', '120Г'];['B-TYPE', 'B-VOLUME']
['▁кей', 'по', 'пс'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁пал', 'очки', '▁ol'];['B-TYPE', 'I-TYPE', 'B-BRAND']
['▁кола', 'Л', 'всякий'];['B-TYPE', 'B-VOLUME', 'O']
['▁с', 'гу', 'щен', 'ные', '▁', 'моло', 'чны'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁кро', 'лика', '▁ох', 'лаж', 'ден', 'но'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ав', 'ка', 'до'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁fo', 'em', 'n'];['O', 'O', 'O']
['▁пр', '!', 'ст', '▁ги', 'ги', 'ен', 'ические'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'ло', 'су'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'рем', 'ни', ',', '▁под', 'тяж', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['Соки', 'до', '0.2', 'Л'];['B-TYPE', 'O', 'B-VOLUME', 'I-VOLUME']
['▁do', 'ndi'];['B-BRAND', 'I-BRAND']
['▁sme', 'жен', '▁2'];['B-TYPE', 'B-BRAND', 'B-VOLUME']
['▁удален', 'ие', '▁ск'];['B-TYPE', 'I-TYPE', 'B-TYPE']
['ягоды', '500', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁ze', '▁', 'Туалет'];['B-BRAND', 'B-TYPE', 'I-TYPE']
['▁', 'КРИСТАЛ', '▁с', '▁20', '%', 'kg'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'B-PERCENT', 'I-PERCENT', 'B-VOLUME']
['950', 'Г', 'новинки', 'с', 'доставкой'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['жвачка', '29г'];['B-TYPE', 'B-VOLUME']
['Декор', 'Для', 'Дома', '1шт'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME']
['мясо', '250', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['фрукты', '700Г'];['B-TYPE', 'B-VOLUME']
['▁safe', 'guard'];['B-BRAND', 'I-BRAND']
['▁', 'твар', 'ок'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['вся', 'готовая', 'еда', '190г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME']
['сейчас', 'кукурузные', 'снеки', '250', 'Г'];['O', 'B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁хлеб', 'цы', '▁mak'];['B-TYPE', 'I-TYPE', 'B-BRAND']
"['275мл', 'uhod', 'za', ""polost'ju"", 'rta']";['B-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁al', 'mette'];['B-BRAND', 'I-BRAND']
['▁вет', 'к'];['O', 'O']
['▁сыр', 'ки', '▁глаз', 'ированы', 'е'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['КУХНЯ', '2.3л'];['B-TYPE', 'B-VOLUME']
['▁го', 'руша'];['B-TYPE', 'I-TYPE']
['лаваш', '280г'];['B-TYPE', 'B-VOLUME']
['хобби', 'где', '90', 'л'];['B-TYPE', 'O', 'B-VOLUME', 'I-VOLUME']
['паштеты', '70', 'g'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['крупы', '300', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁пи', 'ца', 'а'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁се', 'е', 'чек'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['40', 'г', 'ЛЕДЕНЦЫ', 'ли'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'O']
['3.2-4.2%', 'их', 'творог'];['B-PERCENT', 'O', 'B-TYPE']
['▁бо', 'ин', 'чики'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ма', 'кор', 'р', 'ны'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'перс', 'ико'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['450Г', 'каши'];['B-VOLUME', 'B-TYPE']
['▁ту', 'не'];['B-TYPE', 'I-TYPE']
['распродажа', 'E00', 'Г', 'каши'];['O', 'B-VOLUME', 'I-VOLUME', 'B-TYPE']
['сырные', 'снеки', 'или', '50г'];['B-TYPE', 'I-TYPE', 'O', 'B-VOLUME']
['▁о', 'мат', 'на', 'ч'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁sahar', '▁3'];['B-TYPE', 'B-VOLUME']
['▁туалет', '▁8'];['B-TYPE', 'B-VOLUME']
['▁орех', 'и'];['B-TYPE', 'I-TYPE']
['▁', 'ice', 'berg', '▁бумаг', 'а'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁', 'пель', 'мени', 'ы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'ль', 'г', 'я', 'ная'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['аптека', '4.8g'];['B-TYPE', 'B-VOLUME']
['ХОББИ', '90л'];['B-TYPE', 'B-VOLUME']
['1', 'ШТ', 'хобби'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['▁гре', 'че', 'су', 'ий'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['vse', 'dlja', 'vypechki', '120', 'г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['230', 'g', 'чай', 'наш'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'O']
['syrnye', 'sneki', '160г'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['Всё', 'Для', 'Уборки', '2', 'шт'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁сыр', 'дук', '▁15%'];['B-TYPE', 'B-BRAND', 'B-PERCENT']
['▁гра', 'нула', 'х', '▁e', 'conta'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
"['290g', ""solen'ja""]";['B-VOLUME', 'B-TYPE']
['▁ки', 'лька'];['B-TYPE', 'I-TYPE']
['для', 'кошек', '40г'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['▁бре', 'ст', '-', 'ли', 'тов', 'ск', '▁ке'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE']
['хобби', '67', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['ЧАЙ', '100%'];['B-TYPE', 'B-PERCENT']
['Сдоба', '140г'];['B-TYPE', 'B-VOLUME']
['▁ВКУС', '▁', 'Й'];['B-BRAND', 'B-TYPE', 'I-TYPE']
['▁че', 'се', 'ок'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁крут', 'он'];['B-TYPE', 'I-TYPE']
['вареники', '800Г'];['B-TYPE', 'B-VOLUME']
['сухофрукты', '100г'];['B-TYPE', 'B-VOLUME']
['▁на', 'пит', 'ок', '▁фр', 'еш', '▁ман', 'го'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁с', '.', 'пу', 'до', 'въ', '▁как', 'ао'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['200г', 'ВЫПЕЧКА'];['B-VOLUME', 'B-TYPE']
['140', 'g', 'кефир'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['залить', 'кипятком', '55г'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['▁', 'с', '▁кг'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['▁фа', 'го', 'тин'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁мин', 'ера', 'дка'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['bez', 'gljutena', '20Г'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['▁21', 'ка', 'из', '▁со'];['B-VOLUME', 'B-BRAND', 'O', 'B-TYPE']
['▁молоко', '▁важна', 'я', '▁кор', 'ова'];['B-TYPE', 'B-BRAND', 'I-BRAND', 'B-BRAND', 'I-BRAND']
['▁под', 'у', 'ше', 'чки', '▁без', '▁сахар', 'а'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O']
['hobbi', '65g'];['B-TYPE', 'B-VOLUME']
['тесто', '350', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁са', 'ль', 'фет', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['выгодно', '40%'];['B-TYPE', 'B-PERCENT']
['▁по', 'рош', 'ое'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁суп', 'чи'];['B-TYPE', 'I-TYPE']
['▁гор', 'о', 'шек', '▁vita', 'land'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁сем', 'ка'];['B-TYPE', 'I-TYPE']
['300Г', 'рыбные', 'снеки', 'недорого'];['B-VOLUME', 'B-TYPE', 'I-TYPE', 'O']
['▁то', 'маты', '▁в', '▁', 'соб'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁', 'кис', 'лы', 'е', '▁мар', 'ме', 'лад', 'ки'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['315мл', 'marmelad'];['B-VOLUME', 'B-TYPE']
['СНОВА', 'В', 'ШКОЛУ', '190', 'мл'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁uz', 'ker'];['B-BRAND', 'I-BRAND']
['ya', '▁ГАЗ'];['B-BRAND', 'B-TYPE']
['котлеты', '440Г'];['B-TYPE', 'B-VOLUME']
['пасты', '19', '%'];['B-TYPE', 'B-PERCENT', 'I-PERCENT']
['салаты', '200Г'];['B-TYPE', 'B-VOLUME']
['лаваш', '350', 'g'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['25', 'шт', 'для', 'мытья', 'посуды'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁и', 'ай', 'нез'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁одно', 'раз', 'овый', '▁стан'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
['▁ко', 'у', 'ас', 'сан'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['vkus', '12г'];['B-TYPE', 'B-VOLUME']
"[""letual'"", 'v', 'pjaterochke', 'y0мл']";['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME']
['мороженое', '10.5%'];['B-TYPE', 'B-PERCENT']
['15', '%', 'молоко'];['B-PERCENT', 'I-PERCENT', 'B-TYPE']
['▁под', 'ушки', '▁fan', 'c'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['kofe', '100%', 'очень'];['B-TYPE', 'B-PERCENT', 'O']
['испекли', 'для', 'вас', '58g'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME']
['хлеб', '250', 'g'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁10', 'к', '▁яйца'];['B-VOLUME', 'O', 'B-TYPE']
['без', 'лактозы', '400г'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['лаваш', '330', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['мёд', '2', 'i4', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME', 'I-VOLUME']
['▁cama', 'y'];['B-BRAND', 'I-BRAND']
['Детское', 'Питание', '130Г'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['▁рис', '▁про', 'парк', 'ный'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ме', '▁60'];['B-TYPE', 'B-VOLUME']
['▁на', '▁21', '▁so'];['B-BRAND', 'B-VOLUME', 'B-TYPE']
['▁кар', 'и'];['B-BRAND', 'I-BRAND']
['▁пло', 'м', 'бир', '▁вкус', '▁поль', 'за'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'B-BRAND', 'I-BRAND']
['энергетики', '750', 'мл'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['наш', 'мясные', '160', 'g'];['O', 'B-TYPE', 'B-VOLUME', 'I-VOLUME']
['МАРМЕЛАД', '370г'];['B-TYPE', 'B-VOLUME']
['Y00г', 'грибы'];['B-VOLUME', 'B-TYPE']
['Хозтовары', '750мл'];['B-TYPE', 'B-VOLUME']
['▁поро', 'шок', '▁с'];['B-TYPE', 'I-TYPE', 'B-BRAND']
['▁veg'];['B-TYPE']
['▁good', 'ix'];['B-BRAND', 'I-BRAND']
['Залить', 'Кипятком', '20', 'Г'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['варенье', '8.5%'];['B-TYPE', 'B-PERCENT']
['▁при', 'прав', 'ыч', '▁у', 'кро'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁рыб', 'а', '▁', 'стей', 'к'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['сколько', 'Ягоды', '400МЛ'];['O', 'B-TYPE', 'B-VOLUME']
['▁шам', 'пу', 'нь', '▁ас', 'пера'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['вкус', '300Г'];['B-TYPE', 'B-VOLUME']
['voda', '180г'];['B-TYPE', 'B-VOLUME']
['80l', 'школа'];['B-VOLUME', 'B-TYPE']
['905', 'ml', 'йогурты'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['▁кофе', '▁жок', 'ей'];['B-TYPE', 'B-BRAND', 'I-BRAND']
['750г', 'детское', 'питание'];['B-VOLUME', 'B-TYPE', 'I-TYPE']
['каши', '350мл'];['B-TYPE', 'B-VOLUME']
