tokens;tags
['▁', 'ВЕЛ', 'ЛЕ', '▁му'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE']
['▁тор', 'тик', '▁шар', 'л'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁ми', 'стра', 'ль', '▁', 'хлоп', 'ья'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁кух', 'о', 'нные', '▁комп', 'лек'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁се', 'и', 'кер'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁у', 'кс', 'уса', '▁производство'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
['▁Энерг', 'Е', 'Тики'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁гре', 'чка', '▁крас', 'ная', '▁цена'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'B-BRAND']
['▁ку', 'кур', 'уз', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁С', 'Ливо', 'Ч', 'Нне'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ФАР', 'Ш', '▁домашни', 'й', '▁', 'кур', 'и', 'ный'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['шоколад', '150г'];['B-TYPE', 'B-VOLUME']
['▁sugar', '&', 'spice', '▁без'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'O']
['▁мир', 'альная'];['B-TYPE', 'I-TYPE']
['Икра', '370г'];['B-TYPE', 'B-VOLUME']
['▁', 'Сло', 'Йка', '▁дар', 'ница'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁', 'ОТ', 'БИВ', 'НЫЕ'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁шам', 'пу', 'нь', '▁bar', 'bi'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁мере', 'нг', 'в'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁б', 'пара', 'нки'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'зерно', 'в'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['0.', '5%', 'творог', 'бзмж', '180г'];['B-PERCENT', 'I-PERCENT', 'B-TYPE', 'B-BRAND', 'B-VOLUME']
['▁шп', 'ика', 'чки', '▁о', 'стан', 'кин', 'ск'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁', 'круп', 'а', '▁', 'яч', 'мен', 'н'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁мя', 'со', 'ово', 'щ', 'н'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁суб', 'про', 'бук', 'ты'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁б', 'бан', 'аны'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁мол', 'очный', '▁коктейл', 'ь', '▁', 'рас', 'ти', 'шка'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁ПО', 'МЕЖ', 'ДОР'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['Леденцы', 'Halls'];['B-TYPE', 'B-BRAND']
['▁при', 'права', '▁д', 'дя', '▁плов', 'а'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['▁Базе', 'Ли', 'А'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'крем', 'обо', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁су', 'лу', 'г', 'ни'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁шаш', 'л', 'ычны'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ЧЕ', 'СНО', 'У'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁пакет', '▁для', '▁зап'];['B-TYPE', 'O', 'O']
['▁Корм', '▁до', 'я', '▁кош', 'е'];['B-TYPE', 'O', 'O', 'O', 'O']
['▁сал', 'чи', 'чени'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁влажн', 'ый', '▁корм', '▁крас', 'ная'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'B-BRAND', 'I-BRAND']
['▁Су', 'Ш', 'Кт'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁круп', 'а', '▁п', 'ше', 'но'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['Сахар', '25г'];['B-TYPE', 'B-VOLUME']
['▁', 'Кра', 'Бо', 'А'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ше', 'кола'];['B-TYPE', 'I-TYPE']
['▁зуб', 'о', 'чист', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁тыс', 'ао', 'зер'];['O', 'O', 'O']
['▁круп', 'ско', 'ц'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'Сме', 'И', 'Ан'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁сыр', '▁пла'];['B-TYPE', 'B-TYPE']
['▁тор', 'тал', 'етки'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁карт', 'рф', 'ел'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁без', 'лак', 'то', 'зы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁анти', 'септ', 'и', 'че', 'ск'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁cre', 'm'];['B-TYPE', 'I-TYPE']
['▁национал', 'ьные', '▁продукт'];['B-TYPE', 'I-TYPE', 'B-TYPE']
['▁Энерг', 'Е', 'О', 'Ик'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁па', 'стер', 'изован', 'ное', '▁ро', 'ма', 'шки'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁сме', 'сь', '▁орех', 'ов'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁КОР', 'НЮ', 'ШО', 'НЫ'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁Сок', '▁без', '▁са', 'х'];['B-TYPE', 'O', 'O', 'O']
['▁Я', 'Ф', 'Ца'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ТА', 'РЕЛ', 'КА'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁рас', 'ско', 'льник'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'при', 'права', '▁рол', 'тон', '▁', 'БУЛ', 'ЬОН'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁фе', 'лик'];['B-BRAND', 'I-BRAND']
['▁рук', 'к', 'ьо', 'ла'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁з', 'лоп', 'тя'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁СЫР', 'ОМ', '▁плав', 'лены'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁пиро', 'еж', 'н', 'ле'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁пече', 'нь', 'п'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁на', 'тер', 'ты', 'й', '▁СЫР'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
['▁мин', 'та'];['B-TYPE', 'I-TYPE']
['▁кр', 'кв', 'етки'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁стан', 'ич'];['B-TYPE', 'I-TYPE']
['▁сыр', '▁плав', 'лен', 'ный', '▁сыр', 'о', 'богат', 'ов'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['Творог', 'БЗМЖ'];['B-TYPE', 'B-BRAND']
['▁с', 'маз', 'ки'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁на', 'ге', 'тс', 'вы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁Рам', 'Эн'];['B-TYPE', 'I-TYPE']
['▁пи', 'лы', '▁диск', 'ов'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁Пя', 'Тер', 'Очка', '▁книги'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE']
['▁орхи', 'де'];['B-TYPE', 'I-TYPE']
['▁Бул', 'Ка', '▁для', '▁хот', '▁до', 'га'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['▁чай', '▁диабет', 'ический'];['B-TYPE', 'B-TYPE', 'I-TYPE']
['▁ПОРО', 'ШОК', '▁Кап', 'Сул', 'Ы'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ко', 'сер', 'вы'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁универс', 'альное'];['B-TYPE', 'I-TYPE']
['▁по', 'ни', 'дор', 'ы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'полу', 'фа', 'ь', 'рика', 'т'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'Фен', 'Ы', '▁технически', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁инди', 'лв', 'йт'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'ря', 'ба', '▁О', 'Лив', 'Ков', 'Ый'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁фр', 'уа', 'те'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁chi', 'n'];['O', 'O']
['▁було', 'чни', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁масло', 'вы', '▁', 'С', 'Ливо', 'Чна'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁мол', 'ком'];['B-TYPE', 'I-TYPE']
['▁крыш', 'ки', '▁hi'];['B-TYPE', 'I-TYPE', 'B-BRAND']
['▁ostrov', '▁гама', 'ки'];['B-BRAND', 'B-TYPE', 'I-TYPE']
['▁', 'энергетическ', 'их'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁роз', 'жиг', 'а'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁mak', 'fa', '▁кру', 'а', 'сс'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ТОМ', 'АНТ'];['B-TYPE', 'I-TYPE']
['▁kul'];['B-TYPE']
['▁mini', 's'];['B-BRAND', 'I-BRAND']
['▁без', 'дро', 'же', 'вое'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁сахар', 'ная', '▁пу', 'д'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁шп', 'ика', 'чки', '▁', 'клин', 'ск'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁ОБ', 'ЛО', 'ЖЕК', '▁или'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O']
['▁imun', 'el'];['B-BRAND', 'I-BRAND']
['Макароны', '450г', 'Ma/tagliati'];['B-TYPE', 'B-VOLUME', 'B-BRAND']
['▁Крас', 'Ка', '▁чер', 'ная'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁раст', 'ит', '▁масло', '▁за'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'O']
['▁раз', 'оф', 'х', 'ли', 'тель'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'ba', 'ffy'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁', 'пече', 'ние'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁п', 'шени', 'ч', 'н'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['ЯЙЦО', '10шт'];['B-TYPE', 'B-VOLUME']
['▁', 'ы', 'д', 'ло', 'ки'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁со', 'ус', '▁том', 'ат', 'ный', '▁для', '▁спа', 'ге', 'т', 'ти'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O', 'O']
['▁ай', 'з', 'берг'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁напитки', '▁без', 'ал', 'кого', 'ль', 'ные'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁се', 'ле', 'чки'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁сигарет', 'ы', '▁b', 's'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁ч', 'ып', 'сы'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁хлеб', 'э'];['B-TYPE', 'I-TYPE']
['▁чи', 'з', 'бург', 'ер'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁лепе', 'ш', 'каз'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ма', 'када', 'ми', 'а'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁яйца', '▁0', '▁сорт'];['B-TYPE', 'O', 'O']
['▁', 'пече', 'нь', 'е', '▁пес', 'очно', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁гуля', 'ж'];['B-TYPE', 'I-TYPE']
['▁вода', '▁п', 'сы', 'ж'];['B-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁ТОА', 'М', 'ТЫ'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁рыб', 'а', '(', 'кро', 'ме', '▁', 'сель', 'ди', ')'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁м', 'ю', 'сли', '▁быстро', 'в'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['140г', 'Драже'];['B-VOLUME', 'B-TYPE']
['▁хр', 'ло', 'де', 'ц'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'Пу', 'Д', 'Динг'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'крив', 'етки', '▁в', '▁рас', 'о', 'ле'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['▁кру', 'шка'];['B-TYPE', 'I-TYPE']
['▁Универс', 'Альная'];['B-TYPE', 'I-TYPE']
['▁сок', '▁j', '▁7'];['B-TYPE', 'B-BRAND', 'B-VOLUME']
['▁', 'ba$ri', 'll'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁', 'оф', 'ева', 'рка'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁электро', 'ги', 'р', 'лянд', 'ы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁х', 'луб', 'у', 'шек'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'ло', 'тки', '▁для', '▁рас', 'сады'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁опо', 'ласка', 'в', 'итель'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ма', 'ляр', 'ные', '▁инструмент'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
['▁sta', 'xx'];['B-BRAND', 'I-BRAND']
['▁фа', 'соль'];['B-TYPE', 'I-TYPE']
['▁вар', 'ень', 'е', '▁а', 'бри', 'ко'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁always'];['B-BRAND']
['▁сок', '▁гранат', 'овый'];['B-TYPE', 'B-TYPE', 'I-TYPE']
['▁Крыш', 'Ки', '▁', 'Ptima'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁cat', 'tera'];['B-BRAND', 'I-BRAND']
['▁', 'Бу', 'Ам', 'Го', 'Й'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁шал', 'фей'];['B-TYPE', 'I-TYPE']
['▁пече', 'нь', 'ем', '▁la', 'ime'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁ever', 'v', 'ves'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁КРАС', 'НАЯ', '▁цена', '▁мор', 'ожен', 'ое'];['B-BRAND', 'I-BRAND', 'B-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁прост', 'ын', 'ь', '▁pic', 'as'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁КРЫ', 'Л', 'ЛЬЯ'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁К', 'Рп', 'Х', 'Мал'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'СУ', 'ШКИ', '▁с', '▁мак'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O']
['▁а', 'ско'];['B-BRAND', 'I-BRAND']
['▁на', 'полни', 'тель', '▁до', 'я', '▁', 'ло', 'тка'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O', 'O']
['▁чи', 'а'];['B-TYPE', 'I-TYPE']
['▁б', 'лин', 'н'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁Вет', 'Чи', 'Ны'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁li', 'mpo', 'po', '▁крас', 'ок'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['Econta', 'e0шт', 'салфетки'];['B-BRAND', 'B-VOLUME', 'B-TYPE']
['▁ви', 'нный', '▁mix', 'ba'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁о', 'вся', 'н', 'н'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁цар', 'ский'];['B-BRAND', 'I-BRAND']
['▁нап', 'лни', 'тель'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁энерг', 'к'];['B-TYPE', 'I-TYPE']
['▁бак', 'але', 'я'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁so', 'cris', 'py'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁', 'се', 'ле', 'ные'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁с', 'гу', 'щен', 'как'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁горя', 'чего', '▁коп', 'чен'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁BO', 'UNTI'];['B-BRAND', 'I-BRAND']
['▁', 'СМ', 'ПТА', 'НА'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ст', 'м', '▁картоф', 'е'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁энерг', 'ети', 'че'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁Крас', 'Ка', '▁', 'SeasoM'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁', 'Мел', 'Ки', '▁a', 'ctio'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁П', 'Ше', 'Но', '▁', 'анг', 'стрем'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁сыр', '▁ты', 'ер', 'ды', 'й'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁пюре', '▁детско', 'е', '▁тема'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'B-BRAND']
['▁', 'пель', 'мени', '▁с', '▁мас', 'лл', 'м'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['▁', 'ха', 'лап', 'н', 'нь'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁чу', 'лки'];['B-TYPE', 'I-TYPE']
['13.', '6г', 'Сахар'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['▁кол', 'баса', '▁в', '▁на', 'ре'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁с', 'энд', 'ви', 'ч', '▁', 'рол', 'л'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁мол', 'ле', 'о'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁а', 'еле', 'нки'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'моло', 'чная', '▁сме'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
['▁при', 'права', '▁для', '▁кар', 'то', 'ые', 'ля'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O', 'O']
['▁ФР', 'УК', 'ТО', 'ЗА', '▁вкус', '&', 'поль', 'з'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁за', 'вар', 'н'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['e00г', 'ВКУС'];['B-VOLUME', 'B-TYPE']
['15г', 'кофе'];['B-VOLUME', 'B-TYPE']
['1.', '7г', 'чай'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['▁п', 'пом', 'ид', 'оры'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁кон', 'ья', 'чный'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ди', 'за', 'дор', 'ант'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁Було', 'Чки', '▁для', '▁бур', 'е', 'гра'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['▁стакан', '▁', 'VORG', 'ON', 'OV'];['B-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁хал', 'аны'];['B-TYPE', 'I-TYPE']
['▁clean', 'ic', '▁ги', 'ги', 'ен', 'ическая'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁К', 'ЕКС', 'Ы'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'жела', 'ь', 'ин'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁це', 'плен', 'ок'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁при', 'права', '▁для', '▁мя', 'со'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁шк', 'мпи', 'ньо', 'ны'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['PRO', 'для', 'собак'];['B-BRAND', 'B-TYPE', 'I-TYPE']
['▁', 'тан', '▁цари', 'цы', 'н'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁', 'ща', 'мпи', '5', 'ь', '4', 'ны'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁кофе', 'вар', 'ки'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁медаль', 'он'];['B-TYPE', 'I-TYPE']
['▁и', 'ай', 'о', 'нез'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'ба', 'ль', 'зам', 'ический', '▁со', 'ус'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['40%', 'Сыр'];['B-PERCENT', 'B-TYPE']
['▁напитки', '▁бел', 'лин'];['B-TYPE', 'B-BRAND', 'I-BRAND']
['▁', 'пт', 'цца'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁хлоп', 'ь', 'ев', '▁pr', '.', 'cho', 'i'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁фа', 'сол', 'б'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁кер', 'то', 'шка'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁Крас', 'Ители'];['B-TYPE', 'I-TYPE']
['▁черно', 'сс', 'лив'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'ФИЛ', 'Ь', 'ТР'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁tri', 'ol', '▁', 'повод', 'о'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁без', 'ал', 'кого', 'ль', 'ные'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'tka', 'no', '▁хлеб', 'ни'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁хат', 'бер', '▁с', 'теп', 'лер'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁мя', 'со', '▁', 'ИНДЕ', 'ЙКИ'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ки', 'сло', '-', 'с', 'лад', 'кий'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['хлебцы', '30г'];['B-TYPE', 'B-VOLUME']
['▁Го', 'Оу', 'Б', 'Цы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁шар', 'ики', '▁готовы', 'й', '▁за'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁си', 'гар', 'ы', '▁', '.ENT'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁тор', 'тил', 'бя'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'руч', 'ой'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁поси', 'дор'];['B-TYPE', 'I-TYPE']
['▁К', 'П', 'Фи', 'Р'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'нут', '▁во', 'лож'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁', 'в', 'аза'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁мор', 'с', '▁spelen', 'ok'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
